ID,Title,Price,Currency,Available Quantity,Sold Quantity,Permalink,Brand ID,Brand Value,Units per Pack ID,Units per Pack Value,GTIN ID,GTIN Value,Seller ID,Seller Nickname,Installments Quantity,Installments Amount,Installments Rate,Installments Currency ID
MLB3541917493,Cartucho Recarregável 20  Big Blue Com Resina Mista Mb400,227.98,BRL,500,,https://produto.mercadolivre.com.br/MLB-3541917493-cartucho-recarregavel-20-big-blue-com-resina-mista-mb400-_JM,BRAND,Royal B & B,,,,,568330522,ROYAL BEB,12,22.16,16.64,BRL
MLB1817234210,Refil Filtro Pro Life Purificador Soft Everest Compatível,49.9,BRL,1,,https://produto.mercadolivre.com.br/MLB-1817234210-refil-filtro-pro-life-purificador-soft-everest-compativel-_JM,BRAND,Planeta Água,,,,,311942699,MILLENIUMCOMERCIO,3,16.63,0,BRL
MLB4295025886,Cartucho Recarregável 9 3/4  Completo Zeólita Remove Ferro,134.59,BRL,500,,https://produto.mercadolivre.com.br/MLB-4295025886-cartucho-recarregavel-9-34-completo-zeolita-remove-ferro-_JM,BRAND,Royal B & B,,,,,568330522,ROYAL BEB,12,13.08,16.64,BRL
MLB3675319557,"Refil Para Purificador Soft Star, Baby, Fit, Slim, Plus",102,BRL,1,,https://produto.mercadolivre.com.br/MLB-3675319557-refil-para-purificador-soft-star-baby-fit-slim-plus-_JM,BRAND,Soft Everest Refil Filtro,UNITS_PER_PACK,1,,,396987953,FLAVIANEVESGUIMARESMARTINS,12,9.91,16.64,BRL
MLB3507113273,Refil Vela De Água 2 Em 1 Pró-se Compatível Filtro Everest,43.7,BRL,100,,https://produto.mercadolivre.com.br/MLB-3507113273-refil-vela-de-agua-2-em-1-pro-se-compativel-filtro-everest-_JM,BRAND,Acquabios,,,GTIN,7898585360465,1337072597,EPM COMERCIO,12,4.24,16.34,BRL
MLB4290348954,Cartucho Recarregável 9 3/4  Com Carvão Ativado Tira Cloro,71.01,BRL,500,,https://produto.mercadolivre.com.br/MLB-4290348954-cartucho-recarregavel-9-34-com-carvo-ativado-tira-cloro-_JM,BRAND,Royal B & B,UNITS_PER_PACK,1,,,568330522,ROYAL BEB,12,6.9,16.64,BRL
MLB3491229419,Refil Eos Bebedouro/purificador De Agua  Soft Everest,77,BRL,1,,https://produto.mercadolivre.com.br/MLB-3491229419-refil-eos-bebedouropurificador-de-agua-soft-everest-_JM,BRAND,EOS,UNITS_PER_PACK,1,GTIN,7899085416683,37546099,GRAN_SHOP_ELETRO,12,7.48,16.64,BRL
MLB2144964648,Kit 2 Filtro Refil Purificador Água Soft Everest Compatível,108.9,BRL,500,,https://produto.mercadolivre.com.br/MLB-2144964648-kit-2-filtro-refil-purificador-agua-soft-everest-compativel-_JM,BRAND,Policarbon,UNITS_PER_PACK,2,GTIN,7898945781930,725159164,DREAM-STORE-ONLINE,3,36.3,0,BRL
MLB4226214502,Refil Policarbon Compatível C/ Purificador Everest 1x,33.06,BRL,5000,,https://produto.mercadolivre.com.br/MLB-4226214502-refil-policarbon-compativel-c-purificador-everest-1x-_JM,BRAND,Policarbon,UNITS_PER_PACK,1,,,471334924,TENDTUDOPRINCESINHA,12,3.21,16.34,BRL
MLB2144952776,Kit 3 Refil Filtro Purificador Água Soft Everest Compatível ,146.98,BRL,5000,,https://produto.mercadolivre.com.br/MLB-2144952776-kit-3-refil-filtro-purificador-agua-soft-everest-compativel-_JM,BRAND,Policarbon,,,GTIN,7898945781930,725159164,DREAM-STORE-ONLINE,4,36.74,0,BRL
MLB2144959448,Kit 2 Filtro Refil Compatível Soft Everest 2em1 Purificador,105.9,BRL,5000,,https://produto.mercadolivre.com.br/MLB-2144959448-kit-2-filtro-refil-compativel-soft-everest-2em1-purificador-_JM,BRAND,Policarbon,,,,,725159164,DREAM-STORE-ONLINE,3,35.3,0,BRL
MLB2144991108,Kit 4 Filtro Refil Purificador Água Soft Everest Compatível ,167.98,BRL,5000,,https://produto.mercadolivre.com.br/MLB-2144991108-kit-4-filtro-refil-purificador-agua-soft-everest-compativel-_JM,BRAND,Policarbon,,,,,725159164,DREAM-STORE-ONLINE,5,33.6,0,BRL
MLB3316230000,Refil Filtro P/ Purificador De Água Soft Everest,35,BRL,50,,https://produto.mercadolivre.com.br/MLB-3316230000-refil-filtro-p-purificador-de-agua-soft-everest-_JM,BRAND,Quality,UNITS_PER_PACK,1,GTIN,7892966353909,1027233730,LAMARQUEZELETRODOMESTICOSLTDA,12,3.39,16.34,BRL
MLB4556021932,Refil Vela Filtro Agua Alcalina Soft  Everest  Compatível,128.43,BRL,1,,https://produto.mercadolivre.com.br/MLB-4556021932-refil-vela-filtro-agua-alcalina-soft-everest-compativel-_JM,BRAND,Aqua Pró Alcalino,UNITS_PER_PACK,1,,,298144373,BEERMAIMFILTROS,12,12.48,16.64,BRL
MLB1668590462,Refil Filtro Vela Purificador Soft Everest Original,129.58,BRL,1,,https://produto.mercadolivre.com.br/MLB-1668590462-refil-filtro-vela-purificador-soft-everest-original-_JM,BRAND,Everest,UNITS_PER_PACK,1,,,447265039,ELETROSHOPLOUVEIRA,12,12.6,16.64,BRL
MLB4226228982,Refil Filtro Vela Policarbon Purifika Compat C/ Soft Everest,33.9,BRL,5000,,https://produto.mercadolivre.com.br/MLB-4226228982-refil-filtro-vela-policarbon-purifika-compat-c-soft-everest-_JM,BRAND,Policarbon,UNITS_PER_PACK,1,,,1289460166,MIRTS ATACADO,12,3.29,16.34,BRL
MLB4700766888,Refil Filtro Soft Everest Star / Fit /plus Pure Flow Wfs008,54.99,BRL,50,,https://produto.mercadolivre.com.br/MLB-4700766888-refil-filtro-soft-everest-star-fit-plus-pure-flow-wfs008-_JM,BRAND,WATER FILTER SOLUTION,,,GTIN,7898948665213,1558737941,EMCAIXAECOMMERCE,3,18.33,0,BRL
MLB3532906293,Refil Filtro Vela Purificador Água Soft Everest - 2 Unid,264,BRL,500,,https://produto.mercadolivre.com.br/MLB-3532906293-refil-filtro-vela-purificador-agua-soft-everest-2-unid-_JM,BRAND,Soft Everest,UNITS_PER_PACK,2,,,1235173601,TPTP20221109071117,8,33,0,BRL
MLB3538422199,"Resina Mista Mb400 60% Aniônica 40% Catiônica 1,2 Purolite",119.54,BRL,250,,https://produto.mercadolivre.com.br/MLB-3538422199-resina-mista-mb400-60-aninica-40-catinica-12-purolite-_JM,BRAND,Royal B & B,,,,,1562763402,ROYALCOMMERCE,12,11.62,16.64,BRL
MLB2212733136,Kit 4 Refil Filtro Purificador Água Compatível Soft Everest,184.93,BRL,150,,https://produto.mercadolivre.com.br/MLB-2212733136-kit-4-refil-filtro-purificador-agua-compativel-soft-everest-_JM,BRAND,Policarbon,UNITS_PER_PACK,4,GTIN,7010639780849,219324699,OLIST,6,30.82,0,BRL
MLB1877809084,Refil Soft Everest Para Todos Modelos ,72,BRL,1,,https://produto.mercadolivre.com.br/MLB-1877809084-refil-soft-everest-para-todos-modelos-_JM,BRAND,Planeta Água,,,GTIN,7898937923492,196100911,PAINEL ELETRICO,3,24,0,BRL
MLB3532248399,10 Refil Filtro Vela Purificador Agua Compatível By Everest,340.95,BRL,250,,https://produto.mercadolivre.com.br/MLB-3532248399-10-refil-filtro-vela-purificador-agua-compativel-by-everest-_JM,BRAND,Royal B & B,,,,,1562763402,ROYALCOMMERCE,12,33.06,16.34,BRL
MLB4285679256,Refil Filtro Purificador T33 De Água Polar,36.35,BRL,250,,https://produto.mercadolivre.com.br/MLB-4285679256-refil-filtro-purificador-t33-de-agua-polar-_JM,BRAND,Royal B & B,,,,,1562763402,ROYALCOMMERCE,12,3.52,16.34,BRL
MLB3630773667,Filtro Refil Planeta Água Pro Life Compativel Soft Everest S,34.9,BRL,1,,https://produto.mercadolivre.com.br/MLB-3630773667-filtro-refil-planeta-agua-pro-life-compativel-soft-everest-s-_JM,BRAND,Planeta Água,UNITS_PER_PACK,1,,,272062169,HIBBELNHENRIQUE,3,11.63,0,BRL
MLB4226232016,Refil Policarbon Compatível Filtro Purificador Soft Everest,31.25,BRL,5000,,https://produto.mercadolivre.com.br/MLB-4226232016-refil-policarbon-compativel-filtro-purificador-soft-everest-_JM,BRAND,Policarbon,UNITS_PER_PACK,1,,,471334924,TENDTUDOPRINCESINHA,3,10.42,0,BRL
MLB3664656061,2 Refil Filtro Wfs Compativel Purificador Soft Everest + M  ,115.95,BRL,1,,https://produto.mercadolivre.com.br/MLB-3664656061-2-refil-filtro-wfs-compativel-purificador-soft-everest-m-_JM,BRAND,WFS,UNITS_PER_PACK,2,,,267349645,MAGAZINE LIMAPORTES,3,38.65,0,BRL
MLB3536661005,Novorefil Filtro Planeta Água 1013 Pró Life Soft Everest Td,19.52,BRL,1,,https://produto.mercadolivre.com.br/MLB-3536661005-novorefil-filtro-planeta-agua-1013-pro-life-soft-everest-td-_JM,BRAND,Planeta Água,UNITS_PER_PACK,1,,,53039599,GIGIPORTS,,,,
MLB3538428453,Cartucho Refil Membrana De Osmose Reversa Microtek 100gpd,148.47,BRL,500,,https://produto.mercadolivre.com.br/MLB-3538428453-cartucho-refil-membrana-de-osmose-reversa-microtek-100gpd-_JM,BRAND,Royal B & B,,,,,1562763402,ROYALCOMMERCE,12,14.43,16.64,BRL
MLB4226269814,Refil Vela Policarbon Compat. C/ Purificador Everest Soft,31.99,BRL,5000,,https://produto.mercadolivre.com.br/MLB-4226269814-refil-vela-policarbon-compat-c-purificador-everest-soft-_JM,BRAND,Policarbon,UNITS_PER_PACK,1,,,1289460166,MIRTS ATACADO,3,10.66,0,BRL
MLB3441226421,Refil Do Filtro Vela Purificador Soft Everest Original,98.38,BRL,1,,https://produto.mercadolivre.com.br/MLB-3441226421-refil-do-filtro-vela-purificador-soft-everest-original-_JM,BRAND,Everest,,,GTIN,7905882612521,219324699,OLIST,12,9.56,16.64,BRL
MLB3542553777,"Refil P/ Filtros Soft Everest Baby, Star, Slim, Hidrofiltros",58.9,BRL,1,,https://produto.mercadolivre.com.br/MLB-3542553777-refil-p-filtros-soft-everest-baby-star-slim-hidrofiltros-_JM,BRAND,Hidrofiltros,UNITS_PER_PACK,1,,,81863024,MDS REPAROS,12,5.73,16.64,BRL
MLB2908000300,Refil Filtro Purificador Soft Everest Original 2 Em 1 (kit2),228.9,BRL,1,,https://produto.mercadolivre.com.br/MLB-2908000300-refil-filtro-purificador-soft-everest-original-2-em-1-kit2-_JM,BRAND,Soft,,,,,81863024,MDS REPAROS,12,22.25,16.64,BRL
MLB1025605327,"Soft By Everest ,refil Soft Original (1-unid.) Filtro 2 Em 1",135.9,BRL,500,,https://produto.mercadolivre.com.br/MLB-1025605327-soft-by-everest-refil-soft-original-1-unid-filtro-2-em-1-_JM,BRAND,Everest,,,,,205042414,LOJA SOFT,12,13.21,16.64,BRL
MLB3542653329,Cartucho Recarregável 20  Big Blue Com Zeólita Remove Ferro,298.45,BRL,500,,https://produto.mercadolivre.com.br/MLB-3542653329-cartucho-recarregavel-20-big-blue-com-zeolita-remove-ferro-_JM,BRAND,Royal B & B,,,,,1562763402,ROYALCOMMERCE,12,28.93,16.34,BRL
MLB3243579596,Refil Vela Filtro Soft Everest - Original Kit 2,264,BRL,500,,https://produto.mercadolivre.com.br/MLB-3243579596-refil-vela-filtro-soft-everest-original-kit-2-_JM,BRAND,Soft Everest,,,GTIN,7898077620336,1235173601,TPTP20221109071117,8,33,0,BRL
MLB992502475,Refil P/ Purificador Soft Everest Prolife - 1013,39.79,BRL,50,,https://produto.mercadolivre.com.br/MLB-992502475-refil-p-purificador-soft-everest-prolife-1013-_JM,BRAND,Planeta Água,UNITS_PER_PACK,1,GTIN,7898614781995,218223270,SUPERFILTERFILTROS,12,3.86,16.34,BRL
MLB999025283,Refil Soft Everest - Kit C/ 02 Refis Original Envio Imediato,264,BRL,500,,https://produto.mercadolivre.com.br/MLB-999025283-refil-soft-everest-kit-c-02-refis-original-envio-imediato-_JM,BRAND,Soft Everest,,,GTIN,"7898086143062,7898077620336",309206354,TOMUTILIDADESDOMESTICAS,8,33,0,BRL
MLB3617847567,Refil Compatível Soft Everest Star Slim Fit Plus Baby Vela,42.5,BRL,50,,https://produto.mercadolivre.com.br/MLB-3617847567-refil-compativel-soft-everest-star-slim-fit-plus-baby-vela-_JM,BRAND,Compatível Com Soft Everest Acquabios 2 Em 1,UNITS_PER_PACK,1,,,805981488,MHCSTORE,12,4.12,16.34,BRL
MLB4295028434,Cartucho Recarregável 9 3/4  Completo Zeólita Remove Ferro,173.45,BRL,500,,https://produto.mercadolivre.com.br/MLB-4295028434-cartucho-recarregavel-9-34-completo-zeolita-remove-ferro-_JM,BRAND,Royal B & B,,,,,1022878132,WILLIENFELIPERODRIGUESLIMA,12,16.86,16.64,BRL
MLB4297089334,Cartucho Recarregável 20  Big Blue Com Zeólita Remove Ferro,304.87,BRL,500,,https://produto.mercadolivre.com.br/MLB-4297089334-cartucho-recarregavel-20-big-blue-com-zeolita-remove-ferro-_JM,BRAND,Royal B & B,,,,,1022878132,WILLIENFELIPERODRIGUESLIMA,12,29.56,16.34,BRL
MLB4034802700,Kit 30 Filtros Compatível Purificador De Agua Everest,1389.9,BRL,500,,https://produto.mercadolivre.com.br/MLB-4034802700-kit-30-filtros-compativel-purificador-de-agua-everest-_JM,BRAND,Hidrofiltros,,,,,1022878132,WILLIENFELIPERODRIGUESLIMA,12,134.75,16.34,BRL
MLB4293927018,Cartucho Recarregável 9 3/4  Completo Com Resina Mista Mb400,167.34,BRL,500,,https://produto.mercadolivre.com.br/MLB-4293927018-cartucho-recarregavel-9-34-completo-com-resina-mista-mb400-_JM,BRAND,Royal B & B,,,,,1022878132,WILLIENFELIPERODRIGUESLIMA,12,16.27,16.64,BRL
MLB3541674563,Cartucho Recarregável 20  X 2 1/2  Com Resina Mista Mb400,162.47,BRL,500,,https://produto.mercadolivre.com.br/MLB-3541674563-cartucho-recarregavel-20-x-2-12-com-resina-mista-mb400-_JM,BRAND,Royal B & B,,,,,1022878132,WILLIENFELIPERODRIGUESLIMA,12,15.79,16.64,BRL
MLB4293503882,Cartucho Recarregável 10  Big Blue Carvão Ativado Tira Cloro,215.87,BRL,50,,https://produto.mercadolivre.com.br/MLB-4293503882-cartucho-recarregavel-10-big-blue-carvo-ativado-tira-cloro-_JM,BRAND,Royal B & B,,,,,1022878132,WILLIENFELIPERODRIGUESLIMA,12,20.98,16.64,BRL
MLB2986606740,Refil Soft Everest - Kit C/ 03 Refis Original Envio Imediato,390,BRL,500,,https://produto.mercadolivre.com.br/MLB-2986606740-refil-soft-everest-kit-c-03-refis-original-envio-imediato-_JM,BRAND,Soft Everest,,,GTIN,7898077620336,309206354,TOMUTILIDADESDOMESTICAS,10,39,0,BRL
MLB3542408677,Cartucho Recarregável 10  Big Blue Com Zeólita Remove Ferro,214.78,BRL,500,,https://produto.mercadolivre.com.br/MLB-3542408677-cartucho-recarregavel-10-big-blue-com-zeolita-remove-ferro-_JM,BRAND,Royal B & B,,,,,1022878132,WILLIENFELIPERODRIGUESLIMA,12,20.88,16.64,BRL
MLB4140774730,Refil Filtro Bebedouro Para Soft Everest 2 Em 1 Prolife,52.9,BRL,1,,https://produto.mercadolivre.com.br/MLB-4140774730-refil-filtro-bebedouro-para-soft-everest-2-em-1-prolife-_JM,BRAND,Planeta Água,,,,,457380440,ELETRONICALINHABRANCA,3,17.63,0,BRL
MLB2824121784,Kit 2 Refil Filtro 2x1 Purificador Compatível Soft Everest ,74.8,BRL,500,,https://produto.mercadolivre.com.br/MLB-2824121784-kit-2-refil-filtro-2x1-purificador-compativel-soft-everest-_JM,BRAND,Acquabios,,,GTIN,7898585360465,118596882,ALCATEIA VENDAS,3,24.93,0,BRL
MLB2193822441,Refil Para Purificador Soft Everest Prolife - 1013,66.11,BRL,50,,https://produto.mercadolivre.com.br/MLB-2193822441-refil-para-purificador-soft-everest-prolife-1013-_JM,BRAND,Planeta Água,,,GTIN,7898614781995,657293941,OLIST-STORE SP,3,22.04,0,BRL
MLB3502028987,Kit 6 Refil Polifil 500a Compátivel Purificador Soft Everest,296.06,BRL,50000,,https://produto.mercadolivre.com.br/MLB-3502028987-kit-6-refil-polifil-500a-compativel-purificador-soft-everest-_JM,BRAND,Ef- Elementos Filtrantes,UNITS_PER_PACK,1,,,47024000,MUNDIAL FILTROS.,9,32.9,0,BRL
MLB2115271820,Refil Vela Filtro Pró Life By Soft Everest - Compativel,40.41,BRL,50,,https://produto.mercadolivre.com.br/MLB-2115271820-refil-vela-filtro-pro-life-by-soft-everest-compativel-_JM,BRAND,Planeta Água,,,,,98840748,BEERMAIMFILTROS02,3,13.47,0,BRL
MLB3284160051,Refil Para Purificadores Soft Everest Original Kit Com 4 ,520,BRL,500,,https://produto.mercadolivre.com.br/MLB-3284160051-refil-para-purificadores-soft-everest-original-kit-com-4-_JM,BRAND,Soft Everest,,,GTIN,7898077620336,315117650,CLARITTY,10,52,0,BRL
MLB993781607,Filtro Refil Purificador Soft Everest,139,BRL,500,,https://produto.mercadolivre.com.br/MLB-993781607-filtro-refil-purificador-soft-everest-_JM,BRAND,Soft Everest,,,GTIN,7898077620336,207483219,MAJU UTILIDADESDOMESTICAS,4,34.75,0,BRL
MLB3488017977,Refil Policarbon Purifika Compatível Purificadores Soft,37.99,BRL,50,,https://produto.mercadolivre.com.br/MLB-3488017977-refil-policarbon-purifika-compativel-purificadores-soft-_JM,BRAND,Policarbon,,,,,5973142,DUAL CLICK,12,3.68,16.34,BRL
MLB2120270006,Kit 3 Refis Filtro Para Purificador De Água Soft Everest,145.11,BRL,150,,https://produto.mercadolivre.com.br/MLB-2120270006-kit-3-refis-filtro-para-purificador-de-agua-soft-everest-_JM,BRAND,Purifika,UNITS_PER_PACK,4,GTIN,,1020320260,MULTIFRIO REFRIGERAÇÃOSRC,4,36.28,0,BRL
MLB3284238653,Refil Purificador Bebedouro Soft Everest Baby Plus Staf Wfs,39.9,BRL,1,,https://produto.mercadolivre.com.br/MLB-3284238653-refil-purificador-bebedouro-soft-everest-baby-plus-staf-wfs-_JM,BRAND,Wfs Filtro,UNITS_PER_PACK,1,GTIN,7898948665213,57272145,VILAVERDE JARDINSEPISCINAS,12,3.87,16.34,BRL
MLB4515432442,Refil Filtro Vela Purificador Soft Everest 2 Em 1 Original,99,BRL,1,,https://produto.mercadolivre.com.br/MLB-4515432442-refil-filtro-vela-purificador-soft-everest-2-em-1-original-_JM,BRAND,Soft Everest,UNITS_PER_PACK,1,,,687679179,BHCLEANCOMERCIOEIRELIBHCLEAN,12,9.62,16.64,BRL
MLB2732003552,Refil Para Purificadores Soft Everest,45,BRL,1,,https://produto.mercadolivre.com.br/MLB-2732003552-refil-para-purificadores-soft-everest-_JM,BRAND,Planeta Água,,,,,1122206314,DAFATIMA20220511173714,12,4.36,16.34,BRL
MLB2155285407,Kit 2 Filtro Refil Compatível Purificador Soft Everest Todos,133.18,BRL,150,,https://produto.mercadolivre.com.br/MLB-2155285407-kit-2-filtro-refil-compativel-purificador-soft-everest-todos-_JM,BRAND,WFS,UNITS_PER_PACK,2,GTIN,7892449401998,4606655,24HORASHOP,12,12.95,16.64,BRL
MLB2042547886,2x Refil Vela Filtro Consul Cpb34 Cpb34ab Cpb34as Cpb34af,106.9,BRL,1,,https://produto.mercadolivre.com.br/MLB-2042547886-2x-refil-vela-filtro-consul-cpb34-cpb34ab-cpb34as-cpb34af-_JM,BRAND,Purifika,,,,,484746821,FILTROS COMPANY,3,35.63,0,BRL
MLB3507135265,Refil Filtro De Água Compatível Everest Pró-se 2 Em 1 Soft,43.7,BRL,100,,https://produto.mercadolivre.com.br/MLB-3507135265-refil-filtro-de-agua-compativel-everest-pro-se-2-em-1-soft-_JM,BRAND,Acquabios,,,GTIN,7898585360465,238626366,EPM ACESSORIOS,12,4.24,16.34,BRL
MLB1521812988,Filtro Refil Soft Everest Compátivel Com Todos Os Modelos,54.94,BRL,1,,https://produto.mercadolivre.com.br/MLB-1521812988-filtro-refil-soft-everest-compativel-com-todos-os-modelos-_JM,BRAND,Hidrofiltros,,,,,327685237,PRODUTOS PRATICOS,3,18.31,0,BRL
MLB4226266564,Refil Filtro Vela Policarbon Purifika Compat C/ Soft Everest,31.35,BRL,5000,,https://produto.mercadolivre.com.br/MLB-4226266564-refil-filtro-vela-policarbon-purifika-compat-c-soft-everest-_JM,BRAND,Policarbon,UNITS_PER_PACK,1,,,45096508,PANCADÃO ELETRÔNICOS,12,3.04,16.34,BRL
MLB3065065131,Refil Compatível Para Purificador Soft Everest Hf-sft ,36.9,BRL,1,,https://produto.mercadolivre.com.br/MLB-3065065131-refil-compativel-para-purificador-soft-everest-hf-sft-_JM,BRAND,Hidrofiltros,UNITS_PER_PACK,1,GTIN,7896811128889,187308878,MI REVESTIMENTOS,3,12.3,0,BRL
MLB3448425417,Refil Filtro Vela Soft Everest - Planeta Água,39.95,BRL,1,,https://produto.mercadolivre.com.br/MLB-3448425417-refil-filtro-vela-soft-everest-planeta-agua-_JM,BRAND,Planeta Água,UNITS_PER_PACK,1,,,390961128,DADUYALLAN20221005120551,12,3.87,16.34,BRL
MLB4055777352,Refis Policarbon Compatível Com Purificadores Everest,31.25,BRL,5000,,https://produto.mercadolivre.com.br/MLB-4055777352-refis-policarbon-compativel-com-purificadores-everest-_JM,BRAND,Policarbon,UNITS_PER_PACK,1,,,1060519266,ROMAOSHEILA20220120230159,3,10.42,0,BRL
MLB3065043123,Refil Compatível Para Purificador Soft Everest Hf-sft  Wt,36.9,BRL,1,,https://produto.mercadolivre.com.br/MLB-3065043123-refil-compativel-para-purificador-soft-everest-hf-sft-wt-_JM,BRAND,Hidrofiltros,UNITS_PER_PACK,1,GTIN,7896811128889,311078705,MADEIRA-MADEIRA,12,3.58,16.34,BRL
MLB4226283770,Refil Vela Policarbon  Compatível Filtro Soft Todos Modelos,29.35,BRL,5000,,https://produto.mercadolivre.com.br/MLB-4226283770-refil-vela-policarbon-compativel-filtro-soft-todos-modelos-_JM,BRAND,Policarbon,UNITS_PER_PACK,1,,,1060519266,ROMAOSHEILA20220120230159,12,2.85,16.34,BRL
MLB4226265130,Refil Policarbon Compatível C/ Purificador Everest 1x,28.49,BRL,5000,,https://produto.mercadolivre.com.br/MLB-4226265130-refil-policarbon-compativel-c-purificador-everest-1x-_JM,BRAND,Policarbon,UNITS_PER_PACK,1,,,225275557,ZEGRANDEEPAGODEIRO,12,2.76,16.34,BRL
MLB2155199505,Refil Filtro Compatível Purificador Água Soft Everest Star,66.98,BRL,200,,https://produto.mercadolivre.com.br/MLB-2155199505-refil-filtro-compativel-purificador-agua-soft-everest-star-_JM,BRAND,WFS,UNITS_PER_PACK,1,GTIN,7892449401950,4606655,24HORASHOP,12,6.51,16.64,BRL
MLB4226278102,Refil Policarbon Compatível C/ Purificador Everest 1x,30.3,BRL,5000,,https://produto.mercadolivre.com.br/MLB-4226278102-refil-policarbon-compativel-c-purificador-everest-1x-_JM,BRAND,Policarbon,UNITS_PER_PACK,1,,,1060519266,ROMAOSHEILA20220120230159,12,2.94,16.34,BRL
MLB2153258824,Refil 2 Em 1 Soft Everest - E F Elementos Filtrantes ,130,BRL,1,,https://produto.mercadolivre.com.br/MLB-2153258824-refil-2-em-1-soft-everest-e-f-elementos-filtrantes-_JM,BRAND,EF Elementos Filtrantes,,,,,53964378,PURITY FILTER,4,32.5,0,BRL
MLB871455860,Kit 2 Filtros Refil Purificador De Agua Soft Everest,59.98,BRL,250,,https://produto.mercadolivre.com.br/MLB-871455860-kit-2-filtros-refil-purificador-de-agua-soft-everest-_JM,BRAND,Policarbon,UNITS_PER_PACK,2,,,4606655,24HORASHOP,12,5.83,16.64,BRL
MLB1521812922,Refil Filtro Vela Para Purificador De Água Soft Everest,50.9,BRL,1,,https://produto.mercadolivre.com.br/MLB-1521812922-refil-filtro-vela-para-purificador-de-agua-soft-everest-_JM,BRAND,Wfs Filtros,,,,,327685237,PRODUTOS PRATICOS,12,4.95,16.64,BRL
MLB2840480366,Filtro Refil Purificador Compativel Soft Everest Star,36.65,BRL,1,,https://produto.mercadolivre.com.br/MLB-2840480366-filtro-refil-purificador-compativel-soft-everest-star-_JM,BRAND,WFS,,,,,79575117,RK BRINQUEDOS,12,3.55,16.34,BRL
MLB4043329028,Filtro Refil Para Purificadores De Agua Soft Everest 7720,49.9,BRL,1,,https://produto.mercadolivre.com.br/MLB-4043329028-filtro-refil-para-purificadores-de-agua-soft-everest-7720-_JM,BRAND,Policarbon,,,,,85982738,CIBREL.VENDAS,12,4.84,16.34,BRL
MLB3507122507,Refil Filtro De Água Compatível Everest 2 Em 1 Pró-se Soft,43.7,BRL,100,,https://produto.mercadolivre.com.br/MLB-3507122507-refil-filtro-de-agua-compativel-everest-2-em-1-pro-se-soft-_JM,BRAND,Acquabios,UNITS_PER_PACK,1,GTIN,7898585360465,238626366,EPM ACESSORIOS,12,4.24,16.34,BRL
MLB3636912877,Kit 5 Refil Hidrofiltros Compatível Soft Everest Start Slim,189.9,BRL,1,,https://produto.mercadolivre.com.br/MLB-3636912877-kit-5-refil-hidrofiltros-compativel-soft-everest-start-slim-_JM,BRAND,Refil Filtro Hidrofiltros Compátivel Purificador Água Purificadores Soft Compativel Soft Everest Purificador SOFT STAR / SOFT SLIM / SOFT FLAT / SOFT FIT / SOFT PLUS Filtro similar refil 2 em 1,UNITS_PER_PACK,5,,,177954169,OLIMPPO,12,18.46,16.64,BRL
MLB4484588692,Refil Filtro Aqua Soft Compatível Purificador Água Everest,33.59,BRL,500,,https://produto.mercadolivre.com.br/MLB-4484588692-refil-filtro-aqua-soft-compativel-purificador-agua-everest-_JM,BRAND,Quality,UNITS_PER_PACK,1,GTIN,7892449403718,4606655,24HORASHOP,12,3.26,16.34,BRL
MLB4623902794,"Filtro Refil Original Purificador Soft Everest,star,slim,fit",33.9,BRL,1,,https://produto.mercadolivre.com.br/MLB-4623902794-filtro-refil-original-purificador-soft-evereststarslimfit-_JM,BRAND,Quality Filtros,UNITS_PER_PACK,1,,,89358991,RPCEMPREENDIMENTOS,3,11.3,0,BRL
MLB4055710544,Refil Purifika Compatível Com Purificadores Everest Soft,28.38,BRL,5000,,https://produto.mercadolivre.com.br/MLB-4055710544-refil-purifika-compativel-com-purificadores-everest-soft-_JM,BRAND,Policarbon,UNITS_PER_PACK,1,,,352911903,MAGAZINE PANCADÃO,12,2.75,16.34,BRL
MLB4226201384,Refil Policarbon Compatível C/ Purificador Everest 1x,32.2,BRL,5000,,https://produto.mercadolivre.com.br/MLB-4226201384-refil-policarbon-compativel-c-purificador-everest-1x-_JM,BRAND,Policarbon,UNITS_PER_PACK,1,,,45096508,PANCADÃO ELETRÔNICOS,12,3.12,16.34,BRL
MLB4055777348,Refil Vela Policarbon Compat. C/ Purificador Everest Baby,30.28,BRL,5000,,https://produto.mercadolivre.com.br/MLB-4055777348-refil-vela-policarbon-compat-c-purificador-everest-baby-_JM,BRAND,Policarbon,UNITS_PER_PACK,1,,,352911903,MAGAZINE PANCADÃO,3,10.09,0,BRL
MLB4388809558,Refil Compatível Com Filtro Purificador Everest 2em1 Pro-se,34.7,BRL,1,,https://produto.mercadolivre.com.br/MLB-4388809558-refil-compativel-com-filtro-purificador-everest-2em1-pro-se-_JM,BRAND,Acquabios,UNITS_PER_PACK,1,GTIN,7898585360465,337115552,NEEWNEEW20230704095705,12,3.36,16.34,BRL
MLB4389067880,Kit Com 3 Refis Filtros Purificador Pro-sé 2 Em 1 Acquabios,114.87,BRL,1,,https://produto.mercadolivre.com.br/MLB-4389067880-kit-com-3-refis-filtros-purificador-pro-se-2-em-1-acquabios-_JM,BRAND,Acquabios,UNITS_PER_PACK,3,GTIN,7791978559203,337115552,NEEWNEEW20230704095705,12,11.17,16.64,BRL
